cityid,carid,time,sales
0,30,2019-08-01,69
0,30,2019-09-01,60
0,30,2019-10-01,75
0,30,2019-11-01,72
0,30,2019-12-01,115
0,31,2017-01-01,46
0,31,2017-02-01,31
0,31,2017-03-01,36
0,31,2017-04-01,60
0,31,2017-05-01,32
0,31,2017-06-01,23
0,31,2017-07-01,67
0,31,2017-08-01,66
0,31,2017-09-01,60
0,31,2017-10-01,79
0,31,2017-11-01,81
0,31,2017-12-01,73
0,31,2018-01-01,87
0,31,2018-02-01,96
0,31,2018-03-01,101
0,31,2018-04-01,87
0,31,2018-05-01,96
0,31,2018-06-01,63
0,31,2018-07-01,33
0,31,2018-08-01,27
0,31,2018-09-01,93
0,31,2018-10-01,22
0,31,2018-11-01,21
0,31,2018-12-01,61
0,31,2019-01-01,96
0,31,2019-02-01,55
0,31,2019-03-01,67
0,31,2019-04-01,63
0,31,2019-05-01,72
0,31,2019-06-01,74
0,31,2019-07-01,74
0,31,2019-08-01,93
0,31,2019-09-01,83
0,31,2019-10-01,79
0,31,2019-11-01,27
0,31,2019-12-01,111
0,32,2017-01-01,113
0,32,2017-02-01,205
0,32,2017-03-01,50
0,32,2017-04-01,39
0,32,2017-05-01,43
0,32,2017-06-01,57
0,32,2017-07-01,47
0,32,2017-08-01,29
0,32,2017-09-01,23
0,32,2017-10-01,16
0,32,2017-11-01,72
0,32,2017-12-01,41
0,32,2018-01-01,47
0,32,2018-02-01,71
0,32,2018-03-01,62
0,32,2018-04-01,57
0,32,2018-05-01,46
0,32,2018-06-01,33
0,32,2018-07-01,50
0,32,2018-08-01,71
0,32,2018-09-01,17
0,32,2018-10-01,99
0,32,2018-11-01,54
0,32,2018-12-01,97
0,32,2019-01-01,75
0,32,2019-02-01,62
0,32,2019-03-01,65
0,32,2019-04-01,64
0,32,2019-05-01,69
0,32,2019-06-01,60
0,32,2019-07-01,46
0,32,2019-08-01,78
0,32,2019-09-01,20
0,32,2019-10-01,52
0,32,2019-11-01,41
0,32,2019-12-01,62
1,1,2017-01-01,63
1,1,2017-02-01,84
1,1,2017-03-01,32
1,1,2017-04-01,191
1,1,2017-05-01,91
1,1,2017-06-01,78
1,1,2017-07-01,207
1,1,2017-08-01,185
1,1,2017-09-01,34
1,1,2017-10-01,117
1,1,2017-11-01,106
1,1,2017-12-01,63
1,1,2018-01-01,120
1,1,2018-02-01,125
1,1,2018-03-01,190
1,1,2018-04-01,115
1,1,2018-05-01,164
1,1,2018-06-01,96
1,1,2018-07-01,165
1,1,2018-08-01,147
1,1,2018-09-01,22
1,1,2018-10-01,197
1,1,2018-11-01,93
1,1,2018-12-01,82
1,1,2019-01-01,91
1,1,2019-02-01,41
1,1,2019-03-01,91
1,1,2019-04-01,52
1,1,2019-05-01,166
1,1,2019-06-01,173
1,1,2019-07-01,135
1,1,2019-08-01,93
1,1,2019-09-01,122
1,1,2019-10-01,82
1,1,2019-11-01,41
1,1,2019-12-01,62
1,2,2017-01-01,43
1,2,2017-02-01,95
1,2,2017-03-01,89
1,2,2017-04-01,125
1,2,2017-05-01,113
1,2,2017-06-01,110
1,2,2017-07-01,118
1,2,2017-08-01,73
1,2,2017-09-01,42
1,2,2017-10-01,187
1,2,2017-11-01,50
1,2,2017-12-01,36
1,2,2018-01-01,29
1,2,2018-02-01,49
1,2,2018-03-01,104
1,2,2018-04-01,103
1,2,2018-05-01,38
1,2,2018-06-01,90
1,2,2018-07-01,116
1,2,2018-08-01,38
1,2,2018-09-01,120
1,2,2018-10-01,110
1,2,2018-11-01,85
1,2,2018-12-01,119
1,2,2019-01-01,157
1,2,2019-02-01,175
1,2,2019-03-01,198
1,2,2019-04-01,156
1,2,2019-05-01,70
1,2,2019-06-01,98
1,2,2019-07-01,36
1,2,2019-08-01,56
1,2,2019-09-01,94
1,2,2019-10-01,76
1,2,2019-11-01,124
1,2,2019-12-01,252
1,3,2017-01-01,29
1,3,2017-02-01,50
1,3,2017-03-01,157
1,3,2017-04-01,140
1,3,2017-05-01,139
1,3,2017-06-01,204
1,3,2017-07-01,92
1,3,2017-08-01,57
1,3,2017-09-01,81
1,3,2017-10-01,48
1,3,2017-11-01,97
1,3,2017-12-01,70
1,3,2018-01-01,229
1,3,2018-02-01,104
1,3,2018-03-01,93
1,3,2018-04-01,112
1,3,2018-05-01,60
1,3,2018-06-01,87
1,3,2018-07-01,98
1,3,2018-08-01,48
1,3,2018-09-01,39
1,3,2018-10-01,30
1,3,2018-11-01,123
1,3,2018-12-01,36
1,3,2019-01-01,121
1,3,2019-02-01,119
1,3,2019-03-01,151
1,3,2019-04-01,153
1,3,2019-05-01,137
1,3,2019-06-01,131
1,3,2019-07-01,114
1,3,2019-08-01,197
1,3,2019-09-01,59
1,3,2019-10-01,151
1,3,2019-11-01,150
1,3,2019-12-01,82
1,4,2017-01-01,191
1,4,2017-02-01,37
1,4,2017-03-01,65
1,4,2017-04-01,70
1,4,2017-05-01,52
1,4,2017-06-01,29
1,4,2017-07-01,88
1,4,2017-08-01,52
1,4,2017-09-01,54
1,4,2017-10-01,44
1,4,2017-11-01,57
1,4,2017-12-01,33
1,4,2018-01-01,176
1,4,2018-02-01,65
1,4,2018-03-01,94
1,4,2018-04-01,64
1,4,2018-05-01,69
1,4,2018-06-01,106
1,4,2018-07-01,94
1,4,2018-08-01,150
1,4,2018-09-01,94
1,4,2018-10-01,105
1,4,2018-11-01,34
1,4,2018-12-01,149
1,4,2019-01-01,74
1,4,2019-02-01,98
1,4,2019-03-01,55
1,4,2019-04-01,205
1,4,2019-05-01,40
1,4,2019-06-01,149
1,4,2019-07-01,137
1,4,2019-08-01,108
1,4,2019-09-01,68
1,4,2019-10-01,97
1,4,2019-11-01,91
1,4,2019-12-01,37
1,5,2017-01-01,90
1,5,2017-02-01,74
1,5,2017-03-01,122
1,5,2017-04-01,191
1,5,2017-05-01,140
1,5,2017-06-01,127
1,5,2017-07-01,144
1,5,2017-08-01,171
1,5,2017-09-01,152
1,5,2017-10-01,39
1,5,2017-11-01,21
1,5,2017-12-01,210
1,5,2018-01-01,127
1,5,2018-02-01,110
1,5,2018-03-01,86
1,5,2018-04-01,60
1,5,2018-05-01,111
1,5,2018-06-01,154
1,5,2018-07-01,24
1,5,2018-08-01,98
1,5,2018-09-01,29
1,5,2018-10-01,48
1,5,2018-11-01,41
1,5,2018-12-01,170
1,5,2019-01-01,131
1,5,2019-02-01,106
1,5,2019-03-01,94
1,5,2019-04-01,86
1,5,2019-05-01,186
1,5,2019-06-01,84
1,5,2019-07-01,55
1,5,2019-08-01,191
1,5,2019-09-01,67
1,5,2019-10-01,69
1,5,2019-11-01,23
1,5,2019-12-01,91
1,6,2017-01-01,100
1,6,2017-02-01,55
1,6,2017-03-01,117
1,6,2017-04-01,182
1,6,2017-05-01,133
1,6,2017-06-01,176
1,6,2017-07-01,83
1,6,2017-08-01,155
1,6,2017-09-01,186
1,6,2017-10-01,126
1,6,2017-11-01,154
1,6,2017-12-01,150
1,6,2018-01-01,150
1,6,2018-02-01,153
1,6,2018-03-01,133
1,6,2018-04-01,126
1,6,2018-05-01,169
1,6,2018-06-01,52
1,6,2018-07-01,97
1,6,2018-08-01,204
1,6,2018-09-01,77
1,6,2018-10-01,157
1,6,2018-11-01,40
1,6,2018-12-01,154
1,6,2019-01-01,85
1,6,2019-02-01,32
1,6,2019-03-01,86
1,6,2019-04-01,38
1,6,2019-05-01,56
1,6,2019-06-01,35
1,6,2019-07-01,85
1,6,2019-08-01,84
1,6,2019-09-01,74
1,6,2019-10-01,92
1,6,2019-11-01,94
1,6,2019-12-01,104
1,7,2017-01-01,159
1,7,2017-02-01,148
1,7,2017-03-01,119
1,7,2017-04-01,173
1,7,2017-05-01,119
1,7,2017-06-01,108
1,7,2017-07-01,187
1,7,2017-08-01,130
1,7,2017-09-01,108
1,7,2017-10-01,108
1,7,2017-11-01,130
1,7,2017-12-01,117
1,7,2018-01-01,76
1,7,2018-02-01,184
1,7,2018-03-01,106
1,7,2018-04-01,166
1,7,2018-05-01,155
1,7,2018-06-01,48
1,7,2018-07-01,36
1,7,2018-08-01,37
1,7,2018-09-01,111
1,7,2018-10-01,101
1,7,2018-11-01,103
1,7,2018-12-01,124
1,7,2019-01-01,42
1,7,2019-02-01,66
1,7,2019-03-01,62
1,7,2019-04-01,156
1,7,2019-05-01,30
1,7,2019-06-01,119
1,7,2019-07-01,45
1,7,2019-08-01,130
1,7,2019-09-01,192
1,7,2019-10-01,29
1,7,2019-11-01,13
1,7,2019-12-01,114
1,8,2017-01-01,17
1,8,2017-02-01,115
1,8,2017-03-01,86
1,8,2017-04-01,44
1,8,2017-05-01,67
1,8,2017-06-01,88
1,8,2017-07-01,91
1,8,2017-08-01,30
1,8,2017-09-01,57
1,8,2017-10-01,51
1,8,2017-11-01,56
1,8,2017-12-01,61
1,8,2018-01-01,113
1,8,2018-02-01,53
1,8,2018-03-01,112
1,8,2018-04-01,166
1,8,2018-05-01,108
1,8,2018-06-01,43
1,8,2018-07-01,36
1,8,2018-08-01,106
1,8,2018-09-01,103
1,8,2018-10-01,130
1,8,2018-11-01,131
1,8,2018-12-01,114
1,8,2019-01-01,118
1,8,2019-02-01,144
1,8,2019-03-01,34
1,8,2019-04-01,153
1,8,2019-05-01,153
1,8,2019-06-01,119
1,8,2019-07-01,133
1,8,2019-08-01,102
1,8,2019-09-01,68
1,8,2019-10-01,144
1,8,2019-11-01,39
1,8,2019-12-01,37
1,9,2017-01-01,25
1,9,2017-02-01,33
1,9,2017-03-01,12
1,9,2017-04-01,76
1,9,2017-05-01,36
1,9,2017-06-01,31
1,9,2017-07-01,82
1,9,2017-08-01,74
1,9,2017-09-01,13
1,9,2017-10-01,46
1,9,2017-11-01,42
1,9,2017-12-01,25
1,9,2018-01-01,48
1,9,2018-02-01,50
1,9,2018-03-01,76
1,9,2018-04-01,46
1,9,2018-05-01,65
1,9,2018-06-01,38
1,9,2018-07-01,66
1,9,2018-08-01,58
1,9,2018-09-01,8
1,9,2018-10-01,78
1,9,2018-11-01,37
1,9,2018-12-01,32
1,9,2019-01-01,36
1,9,2019-02-01,16
1,9,2019-03-01,36
1,9,2019-04-01,20
1,9,2019-05-01,66
1,9,2019-06-01,69
1,9,2019-07-01,54
1,9,2019-08-01,37
1,9,2019-09-01,48
1,9,2019-10-01,32
1,9,2019-11-01,16
1,9,2019-12-01,24
1,10,2017-01-01,17
1,10,2017-02-01,38
1,10,2017-03-01,35
1,10,2017-04-01,50
1,10,2017-05-01,45
1,10,2017-06-01,44
1,10,2017-07-01,47
1,10,2017-08-01,29
1,10,2017-09-01,16
1,10,2017-10-01,74
1,10,2017-11-01,20
1,10,2017-12-01,14
1,10,2018-01-01,11
1,10,2018-02-01,19
1,10,2018-03-01,41
1,10,2018-04-01,41
1,10,2018-05-01,15
1,10,2018-06-01,36
1,10,2018-07-01,46
1,10,2018-08-01,15
1,10,2018-09-01,48
1,10,2018-10-01,44
1,10,2018-11-01,34
1,10,2018-12-01,47
1,10,2019-01-01,62
1,10,2019-02-01,70
1,10,2019-03-01,79
1,10,2019-04-01,62
1,10,2019-05-01,28
1,10,2019-06-01,39
1,10,2019-07-01,14
1,10,2019-08-01,22
1,10,2019-09-01,37
1,10,2019-10-01,30
1,10,2019-11-01,49
1,10,2019-12-01,100
1,11,2017-01-01,11
1,11,2017-02-01,20
1,11,2017-03-01,62
1,11,2017-04-01,56
1,11,2017-05-01,55
1,11,2017-06-01,81
1,11,2017-07-01,36
1,11,2017-08-01,22
1,11,2017-09-01,32
1,11,2017-10-01,19
1,11,2017-11-01,38
1,11,2017-12-01,28
1,11,2018-01-01,91
1,11,2018-02-01,41
1,11,2018-03-01,37
1,11,2018-04-01,44
1,11,2018-05-01,24
1,11,2018-06-01,34
1,11,2018-07-01,39
1,11,2018-08-01,19
1,11,2018-09-01,15
1,11,2018-10-01,12
1,11,2018-11-01,49
1,11,2018-12-01,14
1,11,2019-01-01,48
1,11,2019-02-01,47
1,11,2019-03-01,60
1,11,2019-04-01,61
1,11,2019-05-01,54
1,11,2019-06-01,52
1,11,2019-07-01,45
1,11,2019-08-01,78
1,11,2019-09-01,23
1,11,2019-10-01,60
1,11,2019-11-01,60
1,11,2019-12-01,32
1,12,2017-01-01,76
1,12,2017-02-01,14
1,12,2017-03-01,26
1,12,2017-04-01,28
1,12,2017-05-01,20
1,12,2017-06-01,11
1,12,2017-07-01,35
1,12,2017-08-01,20
1,12,2017-09-01,21
1,12,2017-10-01,17
1,12,2017-11-01,22
1,12,2017-12-01,13
1,12,2018-01-01,70
1,12,2018-02-01,26
1,12,2018-03-01,37
1,12,2018-04-01,25
1,12,2018-05-01,27
1,12,2018-06-01,42
1,12,2018-07-01,37
1,12,2018-08-01,60
1,12,2018-09-01,37
1,12,2018-10-01,42
1,12,2018-11-01,13
1,12,2018-12-01,59
1,12,2019-01-01,29
1,12,2019-02-01,39
1,12,2019-03-01,22
1,12,2019-04-01,82
1,12,2019-05-01,16
1,12,2019-06-01,59
1,12,2019-07-01,54
1,12,2019-08-01,43
1,12,2019-09-01,27
1,12,2019-10-01,38
1,12,2019-11-01,36
1,12,2019-12-01,14
1,13,2017-01-01,36
1,13,2017-02-01,29
1,13,2017-03-01,48
1,13,2017-04-01,76
1,13,2017-05-01,56
1,13,2017-06-01,50
1,13,2017-07-01,57
1,13,2017-08-01,68
1,13,2017-09-01,60
1,13,2017-10-01,15
1,13,2017-11-01,8
1,13,2017-12-01,84
1,13,2018-01-01,50
1,13,2018-02-01,44
1,13,2018-03-01,34
1,13,2018-04-01,24
1,13,2018-05-01,44
1,13,2018-06-01,61
1,13,2018-07-01,9
1,13,2018-08-01,39
1,13,2018-09-01,11
1,13,2018-10-01,19
1,13,2018-11-01,16
1,13,2018-12-01,68
1,13,2019-01-01,52
1,13,2019-02-01,42
1,13,2019-03-01,37
1,13,2019-04-01,34
1,13,2019-05-01,74
1,13,2019-06-01,33
1,13,2019-07-01,22
1,13,2019-08-01,76
1,13,2019-09-01,26
1,13,2019-10-01,27
1,13,2019-11-01,9
1,13,2019-12-01,36
1,14,2017-01-01,40
1,14,2017-02-01,22
1,14,2017-03-01,46
1,14,2017-04-01,72
1,14,2017-05-01,53
1,14,2017-06-01,70
1,14,2017-07-01,33
1,14,2017-08-01,62
1,14,2017-09-01,74
1,14,2017-10-01,50
1,14,2017-11-01,61
1,14,2017-12-01,60
1,14,2018-01-01,60
1,14,2018-02-01,61
1,14,2018-03-01,53
1,14,2018-04-01,50
1,14,2018-05-01,67
1,14,2018-06-01,20
1,14,2018-07-01,38
1,14,2018-08-01,81
1,14,2018-09-01,30
1,14,2018-10-01,62
1,14,2018-11-01,16
1,14,2018-12-01,61
1,14,2019-01-01,34
1,14,2019-02-01,12
1,14,2019-03-01,34
1,14,2019-04-01,15
1,14,2019-05-01,22
1,14,2019-06-01,14
1,14,2019-07-01,34
1,14,2019-08-01,33
1,14,2019-09-01,29
1,14,2019-10-01,36
1,14,2019-11-01,37
1,14,2019-12-01,41
1,15,2017-01-01,63
1,15,2017-02-01,59
1,15,2017-03-01,47
1,15,2017-04-01,69
1,15,2017-05-01,47
1,15,2017-06-01,43
1,15,2017-07-01,74
1,15,2017-08-01,52
1,15,2017-09-01,43
1,15,2017-10-01,43
1,15,2017-11-01,52
1,15,2017-12-01,46
1,15,2018-01-01,30
1,15,2018-02-01,73
1,15,2018-03-01,42
1,15,2018-04-01,66
1,15,2018-05-01,62
1,15,2018-06-01,19
1,15,2018-07-01,14
1,15,2018-08-01,14
1,15,2018-09-01,44
1,15,2018-10-01,40
1,15,2018-11-01,41
1,15,2018-12-01,49
1,15,2019-01-01,16
1,15,2019-02-01,26
1,15,2019-03-01,24
1,15,2019-04-01,62
1,15,2019-05-01,12
1,15,2019-06-01,47
1,15,2019-07-01,18
1,15,2019-08-01,52
1,15,2019-09-01,76
1,15,2019-10-01,11
1,15,2019-11-01,5
1,15,2019-12-01,45
1,16,2017-01-01,6
1,16,2017-02-01,46
1,16,2017-03-01,34
1,16,2017-04-01,17
1,16,2017-05-01,26
1,16,2017-06-01,35
1,16,2017-07-01,36
1,16,2017-08-01,12
1,16,2017-09-01,22
1,16,2017-10-01,20
1,16,2017-11-01,22
1,16,2017-12-01,24
1,16,2018-01-01,45
1,16,2018-02-01,21
1,16,2018-03-01,44
1,16,2018-04-01,66
1,16,2018-05-01,43
1,16,2018-06-01,17
1,16,2018-07-01,14
1,16,2018-08-01,42
1,16,2018-09-01,41
1,16,2018-10-01,52
1,16,2018-11-01,52
1,16,2018-12-01,45
1,16,2019-01-01,47
1,16,2019-02-01,57
1,16,2019-03-01,13
1,16,2019-04-01,61
1,16,2019-05-01,61
1,16,2019-06-01,47
1,16,2019-07-01,53
1,16,2019-08-01,40
1,16,2019-09-01,27
1,16,2019-10-01,57
1,16,2019-11-01,15
1,16,2019-12-01,14
1,17,2017-01-01,41
1,17,2017-02-01,55
1,17,2017-03-01,21
1,17,2017-04-01,126
1,17,2017-05-01,60
1,17,2017-06-01,51
1,17,2017-07-01,136
1,17,2017-08-01,122
1,17,2017-09-01,22
1,17,2017-10-01,77
1,17,2017-11-01,69
1,17,2017-12-01,41
1,17,2018-01-01,79
1,17,2018-02-01,82
1,17,2018-03-01,125
1,17,2018-04-01,75
1,17,2018-05-01,108
1,17,2018-06-01,63
1,17,2018-07-01,108
1,17,2018-08-01,97
1,17,2018-09-01,14
1,17,2018-10-01,130
1,17,2018-11-01,61
1,17,2018-12-01,54
1,17,2019-01-01,60
1,17,2019-02-01,27
1,17,2019-03-01,60
1,17,2019-04-01,34
1,17,2019-05-01,109
1,17,2019-06-01,114
1,17,2019-07-01,89
1,17,2019-08-01,61
1,17,2019-09-01,80
1,17,2019-10-01,54
1,17,2019-11-01,27
1,17,2019-12-01,40
1,18,2017-01-01,28
1,18,2017-02-01,62
1,18,2017-03-01,58
1,18,2017-04-01,82
1,18,2017-05-01,74
1,18,2017-06-01,72
1,18,2017-07-01,77
1,18,2017-08-01,48
1,18,2017-09-01,27
1,18,2017-10-01,123
1,18,2017-11-01,33
1,18,2017-12-01,23
1,18,2018-01-01,19
1,18,2018-02-01,32
1,18,2018-03-01,68
1,18,2018-04-01,67
1,18,2018-05-01,25
1,18,2018-06-01,59
1,18,2018-07-01,76
1,18,2018-08-01,25
1,18,2018-09-01,79
1,18,2018-10-01,72
1,18,2018-11-01,56
1,18,2018-12-01,78
1,18,2019-01-01,103
1,18,2019-02-01,115
1,18,2019-03-01,130
1,18,2019-04-01,102
1,18,2019-05-01,46
1,18,2019-06-01,64
1,18,2019-07-01,23
1,18,2019-08-01,36
1,18,2019-09-01,62
1,18,2019-10-01,50
1,18,2019-11-01,81
1,18,2019-12-01,166
1,19,2017-01-01,19
1,19,2017-02-01,33
1,19,2017-03-01,103
1,19,2017-04-01,92
1,19,2017-05-01,91
1,19,2017-06-01,134
1,19,2017-07-01,60
1,19,2017-08-01,37
1,19,2017-09-01,53
1,19,2017-10-01,31
1,19,2017-11-01,64
1,19,2017-12-01,46
1,19,2018-01-01,151
1,19,2018-02-01,68
1,19,2018-03-01,61
1,19,2018-04-01,73
1,19,2018-05-01,39
1,19,2018-06-01,57
1,19,2018-07-01,64
1,19,2018-08-01,31
1,19,2018-09-01,25
1,19,2018-10-01,19
1,19,2018-11-01,81
1,19,2018-12-01,23
1,19,2019-01-01,79
1,19,2019-02-01,78
1,19,2019-03-01,99
1,19,2019-04-01,100
1,19,2019-05-01,90
1,19,2019-06-01,86
1,19,2019-07-01,75
1,19,2019-08-01,130
1,19,2019-09-01,38
1,19,2019-10-01,99
1,19,2019-11-01,99
1,19,2019-12-01,54
1,20,2017-01-01,126
1,20,2017-02-01,24
1,20,2017-03-01,42
1,20,2017-04-01,46
1,20,2017-05-01,34
1,20,2017-06-01,19
1,20,2017-07-01,58
1,20,2017-08-01,34
1,20,2017-09-01,35
1,20,2017-10-01,29
1,20,2017-11-01,37
1,20,2017-12-01,21
1,20,2018-01-01,116
1,20,2018-02-01,42
1,20,2018-03-01,62
1,20,2018-04-01,42
1,20,2018-05-01,45
1,20,2018-06-01,69
1,20,2018-07-01,62
1,20,2018-08-01,99
1,20,2018-09-01,62
1,20,2018-10-01,69
1,20,2018-11-01,22
1,20,2018-12-01,98
1,20,2019-01-01,48
1,20,2019-02-01,64
1,20,2019-03-01,36
1,20,2019-04-01,135
1,20,2019-05-01,26
1,20,2019-06-01,98
1,20,2019-07-01,90
1,20,2019-08-01,71
1,20,2019-09-01,44
1,20,2019-10-01,64
1,20,2019-11-01,60
1,20,2019-12-01,24
1,21,2017-01-01,59
1,21,2017-02-01,48
1,21,2017-03-01,80
1,21,2017-04-01,126
1,21,2017-05-01,92
1,21,2017-06-01,83
1,21,2017-07-01,95
1,21,2017-08-01,112
1,21,2017-09-01,100
1,21,2017-10-01,25
1,21,2017-11-01,13
1,21,2017-12-01,138
1,21,2018-01-01,83
1,21,2018-02-01,72
1,21,2018-03-01,56
1,21,2018-04-01,39
1,21,2018-05-01,73
1,21,2018-06-01,101
1,21,2018-07-01,15
1,21,2018-08-01,64
1,21,2018-09-01,19
1,21,2018-10-01,31
1,21,2018-11-01,27
1,21,2018-12-01,112
1,21,2019-01-01,86
1,21,2019-02-01,69
1,21,2019-03-01,62
1,21,2019-04-01,56
1,21,2019-05-01,122
1,21,2019-06-01,55
1,21,2019-07-01,36
1,21,2019-08-01,126
1,21,2019-09-01,44
1,21,2019-10-01,45
1,21,2019-11-01,15
1,21,2019-12-01,60
1,22,2017-01-01,66
1,22,2017-02-01,36
1,22,2017-03-01,77
1,22,2017-04-01,120
1,22,2017-05-01,87
1,22,2017-06-01,116
1,22,2017-07-01,54
1,22,2017-08-01,102
1,22,2017-09-01,122
1,22,2017-10-01,83
1,22,2017-11-01,101
1,22,2017-12-01,99
1,22,2018-01-01,99
1,22,2018-02-01,100
1,22,2018-03-01,87
1,22,2018-04-01,83
1,22,2018-05-01,111
1,22,2018-06-01,34
1,22,2018-07-01,64
1,22,2018-08-01,134
1,22,2018-09-01,50
1,22,2018-10-01,103
1,22,2018-11-01,26
1,22,2018-12-01,101
1,22,2019-01-01,56
1,22,2019-02-01,21
1,22,2019-03-01,56
1,22,2019-04-01,25
1,22,2019-05-01,36
1,22,2019-06-01,23
1,22,2019-07-01,56
1,22,2019-08-01,55
1,22,2019-09-01,48
1,22,2019-10-01,60
1,22,2019-11-01,62
1,22,2019-12-01,68
1,23,2017-01-01,104
1,23,2017-02-01,97
1,23,2017-03-01,78
1,23,2017-04-01,114
1,23,2017-05-01,78
1,23,2017-06-01,71
1,23,2017-07-01,123
1,23,2017-08-01,85
1,23,2017-09-01,71
1,23,2017-10-01,71
1,23,2017-11-01,85
1,23,2017-12-01,77
1,23,2018-01-01,50
1,23,2018-02-01,121
1,23,2018-03-01,69
1,23,2018-04-01,109
1,23,2018-05-01,102
1,23,2018-06-01,31
1,23,2018-07-01,23
1,23,2018-08-01,24
1,23,2018-09-01,73
1,23,2018-10-01,66
1,23,2018-11-01,67
1,23,2018-12-01,81
1,23,2019-01-01,27
1,23,2019-02-01,43
1,23,2019-03-01,40
1,23,2019-04-01,102
1,23,2019-05-01,19
1,23,2019-06-01,78
1,23,2019-07-01,29
1,23,2019-08-01,85
1,23,2019-09-01,126
1,23,2019-10-01,19
1,23,2019-11-01,8
1,23,2019-12-01,75
1,24,2017-01-01,11
1,24,2017-02-01,75
1,24,2017-03-01,56
1,24,2017-04-01,29
1,24,2017-05-01,44
1,24,2017-06-01,58
1,24,2017-07-01,60
1,24,2017-08-01,19
1,24,2017-09-01,37
1,24,2017-10-01,33
1,24,2017-11-01,36
1,24,2017-12-01,40
1,24,2018-01-01,74
1,24,2018-02-01,34
1,24,2018-03-01,73
1,24,2018-04-01,109
1,24,2018-05-01,71
1,24,2018-06-01,28
1,24,2018-07-01,23
1,24,2018-08-01,69
1,24,2018-09-01,67
1,24,2018-10-01,85
1,24,2018-11-01,86
1,24,2018-12-01,75
1,24,2019-01-01,77
1,24,2019-02-01,95
1,24,2019-03-01,22
1,24,2019-04-01,100
1,24,2019-05-01,100
1,24,2019-06-01,78
1,24,2019-07-01,87
1,24,2019-08-01,67
1,24,2019-09-01,44
1,24,2019-10-01,95
1,24,2019-11-01,25
1,24,2019-12-01,24
1,25,2017-01-01,16
1,25,2017-02-01,22
1,25,2017-03-01,8
1,25,2017-04-01,50
1,25,2017-05-01,24
1,25,2017-06-01,20
1,25,2017-07-01,54
1,25,2017-08-01,48
1,25,2017-09-01,8
1,25,2017-10-01,30
1,25,2017-11-01,27
1,25,2017-12-01,16
1,25,2018-01-01,31
1,25,2018-02-01,33
1,25,2018-03-01,50
1,25,2018-04-01,30
1,25,2018-05-01,43
1,25,2018-06-01,25
1,25,2018-07-01,43
1,25,2018-08-01,38
1,25,2018-09-01,5
1,25,2018-10-01,52
1,25,2018-11-01,24
1,25,2018-12-01,21
1,25,2019-01-01,24
1,25,2019-02-01,10
1,25,2019-03-01,24
1,25,2019-04-01,13
1,25,2019-05-01,43
1,25,2019-06-01,45
1,25,2019-07-01,35
1,25,2019-08-01,24
1,25,2019-09-01,32
1,25,2019-10-01,21
1,25,2019-11-01,10
1,25,2019-12-01,16
1,26,2017-01-01,11
1,26,2017-02-01,25
1,26,2017-03-01,23
1,26,2017-04-01,33
1,26,2017-05-01,29
1,26,2017-06-01,29
1,26,2017-07-01,31
1,26,2017-08-01,19
1,26,2017-09-01,11
1,26,2017-10-01,49
1,26,2017-11-01,13
1,26,2017-12-01,9
1,26,2018-01-01,7
1,26,2018-02-01,12
1,26,2018-03-01,27
1,26,2018-04-01,27
1,26,2018-05-01,10
1,26,2018-06-01,23
1,26,2018-07-01,30
1,26,2018-08-01,10
1,26,2018-09-01,31
1,26,2018-10-01,29
1,26,2018-11-01,22
1,26,2018-12-01,31
1,26,2019-01-01,41
1,26,2019-02-01,46
1,26,2019-03-01,52
1,26,2019-04-01,41
1,26,2019-05-01,18
1,26,2019-06-01,25
1,26,2019-07-01,9
1,26,2019-08-01,14
1,26,2019-09-01,24
1,26,2019-10-01,20
1,26,2019-11-01,32
1,26,2019-12-01,66
1,27,2017-01-01,7
1,27,2017-02-01,13
1,27,2017-03-01,41
1,27,2017-04-01,36
1,27,2017-05-01,36
1,27,2017-06-01,53
1,27,2017-07-01,24
1,27,2017-08-01,15
1,27,2017-09-01,21
1,27,2017-10-01,12
1,27,2017-11-01,25
1,27,2017-12-01,18
1,27,2018-01-01,60
1,27,2018-02-01,27
1,27,2018-03-01,24
1,27,2018-04-01,29
1,27,2018-05-01,15
1,27,2018-06-01,22
1,27,2018-07-01,25
1,27,2018-08-01,12
1,27,2018-09-01,10
1,27,2018-10-01,7
1,27,2018-11-01,32
1,27,2018-12-01,9
1,27,2019-01-01,31
1,27,2019-02-01,31
1,27,2019-03-01,39
1,27,2019-04-01,40
1,27,2019-05-01,36
1,27,2019-06-01,34
1,27,2019-07-01,30
1,27,2019-08-01,52
1,27,2019-09-01,15
1,27,2019-10-01,39
1,27,2019-11-01,39
1,27,2019-12-01,21
1,28,2017-01-01,50
1,28,2017-02-01,9
1,28,2017-03-01,17
1,28,2017-04-01,18
1,28,2017-05-01,13
1,28,2017-06-01,7
1,28,2017-07-01,23
1,28,2017-08-01,13
1,28,2017-09-01,14
1,28,2017-10-01,11
1,28,2017-11-01,15
1,28,2017-12-01,8
1,28,2018-01-01,46
1,28,2018-02-01,17
1,28,2018-03-01,24
1,28,2018-04-01,16
1,28,2018-05-01,18
1,28,2018-06-01,27
1,28,2018-07-01,24
1,28,2018-08-01,39
1,28,2018-09-01,24
1,28,2018-10-01,27
1,28,2018-11-01,8
1,28,2018-12-01,39
1,28,2019-01-01,19
1,28,2019-02-01,25
1,28,2019-03-01,14
